review,sentiment
this app is the same thing as their mobile site  the user interface after log in is terrible  all the transactions are messy and not laid out very well  it looks like chase put about  minutes into creating this app,0
good app but needs the ability to show your total combined funds from checking and savings like the regular site does  if you add that its pretty spot on,1
but dont leave the password saved or if your iphone is lost you money may be lost too,1
this isnt even an app they take you to their mobile site after login sure you stay within the application but its not native  leaves a lot be desired,1
im very satisfied with this app its quick and very useful if you want to keep an eye on ur money,1
a lot better now with  update its an actual app now and not a pointer to their mobile website,1
needs to show pending balance and itll be perfect,1
this app worked until the latest update then it just goes around stuck in a loop and never logs in or lets me see my accounts anymore useless app,0
awesome update i love the new check deposit featurekeep it up chase,0
the photo check depositing feature works sometimes frequently does not you go through the whole process just to get an error message mostly a waste of time,0
for a mobile banking application chase mobile is pretty cool looks great and works perfectly,0
this app save me time by doing my deposits thru it  hrs and thats it,1
would give it  but deposit feature never works,0
should be able to use quick deposit feature on new ipod touch wcam,0
could be better if i could view use and view my rewards points,0
i love the quick deposits but why the limit  trying to deposit expense checks and i can only do  because of the  limit  silly,1
this app really needs help i believe alot of the problems stem from the mobile server being downhas anyone ever been able to get the check deposit by taking a pic to work i have tried it on g and g phones to no avail overhall,0
the mobile chase app is pretty useful when it works do not i repeat do not deposit your checks over your phone or ipod it takes me two days to get my money most of the time so i have to wait till they release my money to use it its pretty dumb but useful when it works,0
im starting to question the security of the banking apps i had credit card information stolen from both chase and discover since using banking apps deleted them all beware,1
i love this app but i was forced to actually go to the bank and deposit a check today because the app crashed when i tried to open it ill change my review when it works again,0
its disappointing that this feature hasnt worked for me the other features are ok,1
i agree with recent reviews since last update something went terribly wrong it use to work flawlessly now the deposit via camera option is worthless fix the bug please this app was perfect ,0
loved this app and the quick deposit feature it worked very well until this week when it now crashes my g phone every time after taking check photos please fix this very disappointing,1
if they would fix it then id give it five lately it gives me an error message that it cant bring up my detailed account information very frustrating,1
i am able to do most of what i need to do without using the computer,0
my friend had once logged in into his account from my iphone and even if i am logged off from his account and even mine i receive his + mine account details as notificationalert on daily basisthis is a huge bug its hard to trust this app,0
one of the main reasons i downloaded this app was to be able to make my car payment on my phone but it wont let me use my connected checking account so its pretty useless to me please fix this,1
i use this app frequently and id love to see an update with ability to report a card loststolen for an account you select amp request a new card  ability to set up a reoccurring payment or editadjust reoccurring payments a link to take me to the website still logged in,1
alert notifications no longer clear on exit or on opening the app stays open even when you hit the home key and when you come back in your account info is very visible thats not cool at all,0
its convenient and fast i can get my account information at anytime,1
this app was working fine for the last  months up until late march of this year when i try to check my account transactions the app chrashes chase needs to take care of this issue asap and its not my phone i have the iphone s,0
great app  only drawback is the  daily limit and  monthly limit on quick deposit  chase need to increase this amount or its useless to me,0
its not letting me pay my bills it keeps the number pad up when i push next fix it now,0
first off this app doesnt function before am eastern time for me second the deposit check works some of the timeamp third the alerts dont work i have it set to alert when a deposit greater then  and it never works horrible app,0
ive been trying to log in and it wont let me it tells me that my user name is not correct and and after i try again and again it said that it cannot connect to the server to try later please fix this,1
only way i pay my bills never had any issues ,0
great for on the go bill payments and balancing credit cards,0
i can log in and see my balance but i cant do anything else it is constantly crashing since the last update this app is unusable i am switching to simple,0
all it needs is the screen size for the iphone ,0
ever since the update the chase mobile app will not let me log in at all to view my accountit keeps telling me session timed out after i put my password i  very disappointed cuz i use to use this app everyday and now i cantand i have an iphone s,0
new iphone  doesnt work with it says timed out chase look at the number of crappy reviews you have received in the last few days and pull your head out of your arse and fix your app billions of dollars and you cans fix a little coding issues pfft,0
i used to be able to use this app and the mobile site about two months ago it stopped working i can now only check my accounts via a computer its crap and super frustrating please fix,0
i wish i could transfer to my external accounts on the app like i can on the website i would give this app  stars but it could give more information or show trends like competitor apps,0
the app is great for paying my credit bills but the fact that i cant access my loans account through the app is a big inconvenience,0
just like so many recent reviews the app worked great until i updated my operating system havent been able to log in for a month now tech support has no fix for those with iphone g any ideas why yours works,1
it doesnt work at all after i updated the app wont load at all its been about four days and i havent been able to view my accounts with my mobile device i hope its fixed soon,1
times out with wifi tried turning wifi off as listed in the above review and it connects with g all my  other bank accounts work whats up chase  called to report and they know its a problem no  way to run a bank,0
extremely dissappointed that now this app will work for ios  and later what about those people who are still with iphone g they cant go beyond ios  can this app may tweak to work with ios  or can you come up with separate app for  please,0
i have never had any fraudulent activity in my bank account until i got this app my account was compromised and  fraud dept luckily shut my account down most people are not as lucky do not get this app unless u want ur account to be hijacked and defrauded bewarei believe it was the scan check process,0
app has stopped working since the last update just freezes on login screen fix asap i became a chase customer because of the great mobile app very disappointed two more weeks of this then im switching banks no joke get it together,0
this app was working perfectly for me until i updated it now i dont even know how much money is on my account because it keeps putting transactions then deleting them fix this please ,0
what happened to the chase app this is horrible it makes it so difficult on the eyes to read on a smart phone it feels like all the information is overpowering especially on the all white background please consider changing,0
this app doesnt work if you are using wifi this means i have to log on using cellular data the mobile site also doesnt work please fix,0
i love having my bank at my fingertips and depositing checks from home is such a timesaver,0
iphone s using g or g and wifi working just like it should,0
since the last update im unable to make a payment on my credit card the submit button appears to be disabled,0
monthly limit on deposits is lame get paid weekly and can only deposits  checks a month and have to go into a branch to deposit the other ,1
the last release shows all my accounts at  which is definitely not the case i have s with latest firmware  you need to breakfix this right away i depend on the mobile version a lot due to travel,1
the app is not better than the website it was nice to have a shortcut straight to the login screen but this is the second mandatory upgrade that hasnt made any improvement next time i will just delete app,0
the topdown control of the mobile banking is not user friendly it requires one to update the app whenever the fat cat bosses decide never gives user a grace period before updating also clearing the alerts takes like  clicks way too deep,0
i rarely use this app anymore as every time that i open it i am unable to use it until i perform an update  it defeats the point of having a mobile app if it takes longer than turning on the computer,0
when trying to log in it takes quite a while and sometimes it wont even let me do anything,0
i am unable to pay my bill the button that i should be able to click to continue is not highlighted and will not lets move forward with my payment,0
after the st transaction it wont load again just keeps trying to load but wont i have had to delete this app amp download again a dozen times now kinda defeats the purpose of being convenient doesnt it,1
good app but i havent been able to deposit my last two checks please fix it i live kinda far from my bank and its a hassle to drive there every week,1
worked for me and clean interface,1
the app is ok but i feel i have to update it every couple of months and thats annoying,1
i specifically got this app so i could take a pic of my checks and deposit them but i dont have that option after pointless customers service rep and  updates i still dont even have the button to so it why,1
i cant deposit my paycheck until you fix this app so it doesnt close as soon as i take a picture of my check i dont live anywhere near a chase branch so this is my only option to get paid fix it now ive been trying for  days,0
a pop up window in the app telling me of a new feature blocks the submit bottom on my ipod when paying a bill very annoying have to hit the tiniest spot to get it to work hit it wrong and the pop up box opens ugh,1
every time i try to deposit a check after the second photo the app shuts down this app will not let me make deposits with checks please fix this,1
when i try to take a picture of my check for an online deposit it closes the app and sends be back to my home screen please fix soon,1
this update is exactly what the chase app needed i love everything about it good job guys,1
hi u guys done a wonderfull job  the app is now way way better nowi like the sleek design  its look nice and clean thankyou chase ,0
beautiful ui great looking icon as well cant believe some people are complaining,1
two thumbs up,1
i like the update except now its very slow and have to go to web to get some things to work on iphone s  ios ,1
what the hell were you thinking  this update is unpleasant to the eyes its lacking smooth performance  as much as you advertised the upcoming update i expected much more  i hate it  really wish i hadnt updated it now  its downright ugly,1
i was wondering when this update was going to come and so farim not disappointed thank youuu,1
the cleanest app ive seen yet for banking very well done makes me feel richer,1
the update is awesome it retains the same fluidity of the old version in a more modern ios design,1
this app has a beautiful crisp ui and is also incredibly functional,1
if all you want to do is check your balanceits great now you cant see any transaction history when you click on the account where you can already see your balance all it shows iswait for ityour balance,1
great app new appearance is even better to maneuver through,1
i like this app for banking its important to me to get to the point quickly this one does,1
the new version looks great and the app is very simple to use,1
easier to use,1
the app is great really like the new features and the layout on everything,1
i dont feel like i ever have to go to the bank with this app,1
great job chase out did yourself this app whoever made it should get a bonus,1
this app will make your life easier,1
this app is very useful and intuitive i dont have any complaints,1
very good app i use it for everything i need to do online with my bank,1
very nice app love the change its not boring anymore as how it used to be,1
love this app its so convenient i love that i dont have to drive to the bank anymore i save so much time love it,1
great app lets me pay bills pay people and everything else,1
great app never crashes,1
cannot view check images in the app similar to bank of america app,1
this app is very convenient and i love  i can always check my balance at any time ,1
easy to use great update over the previous version,1
does exactly what its supposed to do branch locator could be a little better,1
the chase tool is excellent especially the immediate money transferring ability,1
love the appeasy to use too with lots of features,1
much more improved i love how easy to use this app is,1
i dont live where chase banks are located but havent had an issue handling my expenses from afar,1
better than the original does what i need simply and intuitively,1
so fast and easy who needs a computer,1
this app is easy to navigate and quick,1
i like the look of the newest version it looks very well put together,1
im very satisfied with chase app its much better than before,1
i love this app very useful in daily life higher recommended very awesome keep it up guys thanks,1
great app and totally necessary since i recently moved to an area without chase branches or atms  depositing checks with this app is a must,1
the app is the best  can do almost everything,1
has everything you need,1
the new version works great with lots of features,1
like the new look and feel but runs much slower than the previous version,1
great app love that its very easy to use makes everything so convenient,1
this app is excellent for getting the right info at your finger tip,1
cant remember the last time i had to go to the bank,1
this app makes everything a lot easier it is very helpful i love it,1
great design intuitive menus loads fast displays everything in a clear concise way,1
love this app always keep me on track with my daily shoppings,1
very convenient and im glad you updated,1
interface is pleasant and user friendly most actions that can be performed online can be done with this app,1
i wish password change was available on the app since my netbook died right during this windows  fiasco,1
lifesaver time and again how did we ever bank without the app,1
so easy to use and everything i need all in one place,1
excellent for paying bills amp checking balances keeps me well informed,1
works for me does everything i need and dies it well,1
depositing checks is easy,1
very easy to work with,1
the app is as easy to use as my money is to spend,1
this app is useful and it provides me decent info and access to my accounts but i hate banks and all things associated so i cant give it anymore than  stars,1
thank you chase bank for this great app very easy amp convenient to use,1
love this app it makes my life so much easier,1
this app is ok in terms functionality unfortunately the color scheme makes it difficult to use because the colors have little contrast,1
i absolutely love it i use it everydayand it is so user friendly,1
i love this app check acct status on the go and make transfer a must have,1
i love this app  great way to stay up to date with all my banking and i really love the ability to locate an atm,1
so easy to use and i love not needing to make a trip to the bank,1
so far it has been smooth and saved me lots of time,1
it is nice but i liked the previous version better it is little hard to navigate compared to previous version,1
everything is great except the mobile app deposits every time i try to do a deposit on the app it never works t,1
great functionality very quick updating super easy to use,1
great help with paying bills and check deposit i love it,1
this app is amazing its very helpful when im trying to decide to buy something its all nice to be able to check my account balances when im out and about or when im expecting a transaction to be made overall five stars,1
great banking app recent modification in the chase app made it more friendly and world class best among all banking apps,1
would like a transaction search feature,1
i love this app it is extremely convenient and always a pleasure to use,1
very functional fast and useful app  also easy to read dont size  thank you,1
has made my life just a little but more convenient,1
works great,1
lets me check all of my purchases and balance thats all i ever need,1
intuitive and a nice look too,1
chase has set the standard in mobile banking with this app,1
ive had this app and i love the new update its fast and shows everything you need to see,1
does everything you can do at an atmexcept get cash but who uses cash these days,1
cant go a day without my chase app quick and efficient,1
very convenient makes a busy day a little easier,1
i have a few accounts with other banks but chases app is the best and easiest to use,1
almost perfect,1
i am so pleased with the new chase app  it is so much easier to use  thank you chase,1
easy to follow detailed and options are easy to navigate to and from,1
its a great app keeping up with my finances the have and have not just became easier ,1
this app is great and easy to use  i love new look but i wish app would also open in portrait position,1
beautiful design easy to manage conveniently meets my banking needs i cant imagine how it could get any better,1
i am able to do most if not all that i can do from the site great app,0
its been a great help having this app and it even helps keep track of my expenses,1
as a fiscally irresponsible man this app makes banking easy i can pay bills and track finances with ease thanks chase,1
so convenient and makes my life easier,1
i check my account daily this app is very user friendly ,1
this app is user friendly and functional,1
the update was needed and they did an awesome job love this app and love that its actually beautiful,1
great look very intuitive  i actually use it more and call in less as a result  very nice,1
chase app is a great app i use it everyday to check on my business,1
chase is in charge of ucard banking and information yet their chase app wont allow any kind of log in guess theyre too good to offer an app for child support card service even though they dont mind taking the money to manage,1
this app runs smoothly and efficiently so not many issues,1
easy to use always accessible,1
love this app i can keep up with my purchases and make payments on the go,1
very user friendly and convenient love banking with chase,1
always keeps you updated,1
fonts should be bold they are very hard to see if you dont have glasses other than that is ok,1
i think its an improvement and easy to use,1
reliable fast and updated by the minute,1
quick access best mobile banking app around the world  as ive used banking online in london ireland amp usa  chase approcks,1
not sure why the app wont let you see your activity on the app,1
i love it its like i carry my bank in my hand totally worth it,1
best finance app in my phone clean ui reliable push notifications,1
this is quick and easy way if you want to check your account the app is pretty accurate,1
the updates have improved this app quite a bit works very well,1
it seems to work quite well,1
just wish it was smoother and had a better ui functions like it should though,1
does everything possible on the go great app,1
wonderful app i use it daily with rarely a problem that isnt routine maintenance,1
easy to use convenient for due date payment makers like me,0
fast simple and effective banking made easy,0
would like to access statements on the mobile app,1
works great for a banking app has everything i need no complaints,1
thanks for making mobile banking easier,0
great app i wish you could chance the font once you log in,0
easy to navigate easy to understand and utilize,0
i would recommend this app to chase users,0
love this app easy to navigate and obtain balance information quickly,0
always says the picture is too blurry even bought a new iphone but same thing pictures are clear as a bell whats the point of having a feature that doesnt work,0
crashes instantly i used to use this app all the time but now i have to load the chase website from safari inconvenient and annoying this is whats convincing me to finally move all my money away from chase finally,0
great app i can check my balance and pay people right from the appstill needs to be updated for iphone  and touch id login support,0
its not optimized for iphone  plus works fine but not exactly updated as it states in most recent update,0
i dont see a difference for the iphone  the screen resolution is still huge alongside the keyboard it is not optimized for the larger screen sizes it would be nice to integrate the touch id for password input,0
this app used to be lightning fast however over the past couple updates it has been extremely slow,0
would be good if you can set on and off alert times bank of america allows you to turn off alerts between certain hours,1
what a terrible bug filled mess totally unable to use the deposit feature because the ui will not let you select the use or retake buttons the overall ui is poorly designed and hard to navigate total mess,0
ive used this app for ages with no problems since the last update i cant deposit checks so i should not be held responsible if my account gets overdrawn as i was relying on this working as it always used to please fix,1
the app works fine except for the quick deposit which is really the only reason i use the app would give  stars if this important feature worked ___,0
like the others since the last update i cant use the quick check deposit feature after taking the picture the use and retake buttons wont work please fix this as i dont live near any branches,0
you can no longer deposit checks with this app just like the other reviewers you cannot select the use button to select the check image this is with an iphone s,1
app used to crash when you uploaded deposited checks fixed now you cannot even take a picturedoes anyone quality check before pushing new versions of this app,1
since the last update i cant make a mobile deposit because the camera blacks out preventing any deposit photos making the feature inoperable is there a setting that i need to enable  please help,0
can we go back before the update every time i use this app i receive an email about how my phone isnt recognized trying to go back after going through some of the menus the app will not allow me to go back fix this app please,1
i like the app it does what i need and is easy to navigate would like it very much if they added touch id capability,1
ive always loved the chase app but the latest version update is horrible i have a notification that wont go away no matter what i do and every time i log into the app i get an email saying ive changed account settings please fix,0
love that i can now view statements straight from the app,1
i loved this app until the update now i get a black screen when i want to take a picture of a check so the mobile deposit function doesnt work any more i tried deleting the app and downloading again that didnt work,1
i dont like my statements with my account number and all my information right there for anyone to find on my phone its not that hard for someone to get passwords and get into your phone i hate the new app up grade and for that this app gets a big fat zero,1
previously had an iphone s then upgraded to  + and now i cant see my account preview swiping to the right _,1
great app reliable convenient i like recently added preview feature,1
far too frequent updates i do not use the app that often but every time i do an update is required if it takes a  minute process every time i want to use the app whats the point mobile website is fine,1
it gets the job done its pretty decent but seriously capital one has swipe login and other financial apps have fingerprint login come on just implement one or the other,1
its a great app but it has limited availability on sunday so you cant view how much you have an your account but transfers and checking the account works great,1
its a fantastic app you guys need to make it touch id compatible instead of always taking too much time to put in an annoying password please take it in consideration also the app needs an ios iphone  update the keyboard and layout needs to be optimized,1
i love that i can swipe and see my balances without logging in super convenient,1
quick pay transfer money balance preview and now id touch login good enough for me,1
this is a great app has everything you need to get done what you have to on the fly,1
thank you for the touch id update great app could not ask for more,1
this apps ease of use sets it apart  i can now bank on my phone  the new touch id feature is awesome,1
i can finally log in to my account using touch id,1
great app very easy to use i pay most of my bills using this app keep up the good work,1
love the fact that i can get into my acct from my iphone makes things easier to do,1
thank you for the touch id support i now have no complaints,1
excellent app you have access to all of your banking services on your smartphone,1
finally got touch id login keep making my apple life easier plz thank you,1
great app check deposits work great great for transferring funds or for checking your balance,1
i like this application its easy to use,1
has everything a banking app should have,1
love it even more that finally able to use touch id,1
i use this app daily it makes my life easier great improvement,1
this banking app works very well all chase products work great,1
this app keeps getting better and better,1
chase bank app now with touch log in is great,1
best banking app out i dont think i can ask for more i just dumped my ally bank for chase,1
no issues and makes banking easier for me,1
i love this app and now that i can use my fingerprint to log in i love it even more,1
easy access onthego banking helpful and informative there is no any flaws on this one awesome,1
i love it chase is basically the best bank out there so of course their app will be best too,1
finally got improved with the touch id to make it complete as a banking app,1
great job dont know what i would do with out it it just gets better and better awesome,1
great app and now its even easier to use with touch id login,1
using this app passed  years never had any issue so far,1
i use this app daily its very useful and i can get a lot done with it,1
i love this app can transfer money from savings to checking i mean what can i say best app ever,1
great app never had any problems,1
i use the chase app every day it is easy to keep up with my finances,1
use this app instead of online banking website love it,1
im writing a review because the app wont let me be i hope in writing this review it will stop asking me to review it,1
great app easy to use makes managing my money easy and quick,1
great app quick reliable easy you cant go wrong this app works great,1
its great it is faster than going online on my phone,1
so easy to manage the account with this app and i love the new touch idfeature,1
everything you want out of a banking app reliable,1
use it all the time to stay up to datejust does it all,1
works stable and saves my time by not going to the bank,1
i use this app constantly the app works pretty well  helpful love it ,1
use the app everyday amp its great for small businesses,1
very convenient and useful everyone who banks with chase should have this app ,1
very good and easy to use nice job with the new features with touch id keep up the good work thanks,1
easy to manage very functional love the peek you have for your balance,1
it is super helpful informative and easy to use i love it i just love chase in general the end,1
easy to use and does what i need it to do,1
love this dont have to get in my car,1
you keep improving an already outstanding ap,1
i use it every day so easy and fast and convenient,1
i can do everything from here,1
this new feature of finger print is great  keep up the good work,1
great app always keeps me alerted when it comes to withdrawals deposits automatic payments etc,1
we love chase bank and their easy to use app,1
easy app to use and manage my bank account,1
this app is simple clean and easy to navigate it has worked well for me,1
i have to say this is a great app i use it all the time to manage my accounts,1
it makes banking simple i havent been in my local branch in months,1
does everything love the touch id to login faster thank you,1
love the chase app i use it almost everyday quick and easy,1
its a great app great features shows what you want to see without hassle,1
excellent application i find its one of the more useful on my phone and tablet high quality programming and clear logical play out,1
it does everything i need and more and it is supereasy to use,1
pretty stable and updates fast,1
this app literally makes life a little bit easier works great,1
ultra straight forward it is the best and more reliable bank app and with touch id it makes chase app awesome,1
just love all aspects of the chase app user friendly secure and options,1
i love this app so much and now to log in with your finger print one touch is the bees knees,1
no problems fast service,1
this app makes it so easy to take care of my banking,1
i use this everyday it makes mobile banking fun and easy awesome job,1
convenient and reliable,1
i love this app i dont see myself without it good job chase,1
chase has done a great job with keeping this app running smoothly,1
only  stars due to being down sometimes on weekends other than that really good thanks chase,1
i use it all the time makes paying bills a snap,1
a lot better and faster than the old one,1
i use it everyday very functional and i can always count on it,1
it is really easy to navigate and great to keep myself aware of my account balances,1
so user friendly  i do not want to bank with anyone else,1
very user friendly and quick love the fingerprint unlock with the iphone,1
this app is by far superior to any other banking app easy to use and navigate,0
it never fails me when doing its job its the perfect banking utility,1
makes banking so much easier,1
pretty good app for the most part crashes sometimes but that about it,1
this app has always been simple easy to use and exactly what i need,1
this is a really great app easy and fast to do transfers and the quick preview is very handy,1
does what i need it to do all i do is check my account and deposit never send money or transfer any,1
nice format quick response and easy to use,1
awesome app cant think of a single time it didnt deliver its reliable practical and effective,1
this app works adequately and ive had no trouble with transactions however literally every time ive open the app it had required an update this is unacceptable im losing my mind and my fingers are sore someone please help me and fix this problem,1
great app always works easy and simple what more could you want it to do,1
love that you can deposit checks via photos,1
great app better than the website very simple  user friendly love it,1
i dont bank with chase however i dohave a visa ccard and a previous homeloan with them so it is very convenient for use in making an extra monthly payment or just to check my balance it seems to be a great app and is veryuser friendly,1
user friendly and very helpful,1
can get all my business done on the gob exactly what you need in a busy world,1
quick access to our accounts is awesome great app and keep up the good work love chase,1
super efficient does everything youd need  thumb print log in is very useful,1
the app is a great way for me to keep up with my expenses while im on the go that way i dont have to fret about it,1
easy to use could use a little more access to my own account but good nonetheless,1
chase is better than good no  stars because they make you jump through hoops to get what you want,1
makes banking a breeze the alerts keep you informed without worry,1
does what its suppose to and havent had any issues with it,1
wish it had info on savings accounts  general faqs,0
easy to use does everything you need to do and need it to do,1
like having the ability to quickly login with my fingerprint id,1
i love the check deposit option it is so convenient,1
efficient app and has treated me well ever since downloading it,1
switched today works amazing love how it shows u where u spent ur money,1
friendly well designed,1
love this app depositing checks used to be a trip to the bank but not anymore,1
it does exactly what it needs to and i love that it has the touch id now,1
app now freezes and crashes on photo screen during check deposit without this function the app has no advantage over the regular website,1
have had no problem with the app just writing this so it would stop asking to write a review,0
i have no problems with app i am  and pay my bills on it easy to use i love chase bank,1
love how easy it is to use can make transfers and payments,1
i have had my chase app for quite sometime i love it its never failed me once,1
i used to love this app now every time i use the touch id it force closes thats disappointing i do love how i can deposit a check through the app though,1
great app i like it and would recommend to my friends,1
have not needed anything that it does not do,1
i have no problems with this app it is great,1
never had a problem,1
can you bring back the feature where i didnt have to sign in to check my account just by swiping left was all i had to do it was quick and easy now i have to sign in all over again can you put that feature back please,1
chase mobile app is an amazing application its reliable and i can always depend on it its super fast,1
convenient and easy to use love the swiperight quick view thingy,1
works well very user friendly,1
really helps me stay financially organized also very user friendly,1
this app makes it easy and convenient for me to stay on top of my finances thanks,1
is the best banking application there is just like their online banking,1
love the new design it never crashes and it is extremely easy to use thank u chase,1
i use this app all the time and its getting better,1
i depend on and love the simplicity and efficiency of this app a must have for every chase banking client,1
great app easy to navigate makes managing my accounts so much easier,1
its easy to navigate and rarely fails highly recommended,1
app works great no issues in deposits or paying bills  i love it,1
i love this app it makes my life so much easier,1
easy access to my bank present balance and bankig transactions,1
its great its fast its easy what more can you ask for,1
very easy to use and navigate  contains all essential information,1
works without a problem well done,1
great app very helpful especially after the sneak peak feature was added,1
keeps me up to date on my accounts very pleased,1
chase is very secure i can deposit checks with this app overall great,1
love this app and how easy it is to have access to all my accounts,1
i use it a lot it really helps me keep up with things,1
this app is great whenever i need to check a balance its right at my fingertips,1
work perfectly whenever and wherever i need it,1
this is the best mobile banking app ive used in a long time and the ease of access is perfect,1
very functional fast efficient reliable gooood utility deposit checks look up statements awesomeness,1
this app is easy to use works well with my iphone  using the touch id feature,1
i use this app everyday and it works great very convenient banking tool,1
this app is the truth i love the convenience of having my money at my fingertips innovative,1
almost never have to visit a branch   sometimes the alerts are hard to find,1
this app works flawlessly for me and is very helpful to be able to keep up with my accounts,1
makes banking easy especially depositing checks,1
the app is really useful love the whole new finger print thing easy to navigate through,1
have no complaints great app makes my life easier,1
i like that im allowed to use the touch feature,1
easy to use and keep tabs on your account,0
user friendly app,1
love this app easy to navigate,1
awesome i love depositing checks by taking their picture great banking app,1
it really is incredible never have i had such freedom and control of my finances great tool thanks chase,1
easy to use keeps me out of trouble,1
works as expected  never a problem,1
amazing app easy to usei recommend everyone should try it,1
i found it very helpful and up to date,1
this was the feature that saved me from having to go to the actual bank and make a deposit now that it doesnt work it is practically useless for me,1
thank you chase for creating a easy to use banking app saves me tons of time,1
but would be big improvement if you could log on with touch id,1
i appreciate the ease of this app more now that i can simply use my fingerprint,1
fantastic app  works very fast and i like the touch id feature  happy chase customer,1
easy to use everything you need,1
quick and easy access to my account,1
i like the ease of use and protection features,1
i really like the speed browsing,1
worth to have touch id for the app,1
no issues so far all functionalities are working fine,1
im happy with this app,1
great app love the banking convenience of depositing checks wish i could press print and get cash when needed though haha,1
this is a really good app easy to use easy to maintain accounts my favorite app,1
extraordinary convenient all the solutions to bank over the smartphone,1
love the chase app it makes my life so much easier,1
just started using this extensively and it has some pretty great features,1
i love this ap it is very convenient to have and use,1
i use this app a lot sure is handy to know how much is on my account at a glance,1
the app is very user friendly,1
chases app is intuitive to use and effective,1
very secure and fast i have never had an issue since banking with chase great app,1
very easy to use and also smooth by the touch,1
works pretty well havent had a problem or complaint yet,1
one reason i love chase is the ease of banking through this app,1
this is an excellent app it does everything it says it does keep up the good work,1
love this app makes banking a breeze  have my sons hs account attached so i can keep an eye on the teen age spending,1
i enjoy how easy is to look at your account in your own cellphone,1
everything works well all of the time,1
this app works very well for my small business,1
happy with every aspect of the app love that chase innovates all the time both in form and function,1
i love this app its very reasonable and easy to use it keeps me updated on every transaction,1
couldnt ask for anything more,1
does everything its supposed to do and does it well,1
use it all the time never a problem,1
fav part is to swipe just to check my balance,1
one of the best apps i got  got to keep a close eye on my paper no better way than this app ,1
i highly recommend it its the easiest to use,1
i love the convenience of  hour banking  it sends me an alert daily regarding my balance,1
the improvements have been awesome and i love how easy it is to check my bank acct,1
